Description,ActualLabel
14/3 NM Cable-1000' Reel,Wire
12/2 NM Cable-1000' Reel,Wire
10/2 NM Cable-1000' Reel,Wire
12-2 MC Cable-1000' Reel,Wire
12-3 MC Cable-150' Coil,Wire
6-2 MC Cable-150' Reel,Wire
Arlington 848S NM/SE Cable Con,Wire
"SER Service Entrance Cable, 1/",Wire
10/3 NM Cable-250' Coil,Wire
10-2 MC Cable-1000' Reel  & 50,Wire
12/2 UF/NMC Copper Gray 1000',Wire
#6 Green THWN Stranded Wire,Wire
"4 AWG THHN Stranded Copper, Gr",Wire
COP RMX142WG1000RL NM-B-14/2-,Wire
COP RMX122WG1000RLNM-B-12/2-C,Wire
"10 AWG THHN/THWN Solid Copper,",Wire
250MCM AL XHHW Wire  (8 Cuts @,Wire
300MCM AL XHHW Wire  (4 Cuts @,Wire
2/O AL XHHW Wire (4 Cuts @ 50',Wire
#2 AL XHHW Wire Green (1 Cut @,Wire
#4 AL XHHW Wire Green (1 Cut @,Wire
1/0 CU THWN Wire Green (1 Cut ,Wire
XHHW 300 STR,Wire
14/2 NM,Wire
12/2 NM,Wire
2/O XHHW AL Wire,Wire
#4 AL XHHW Wire Green,Wire
SER CABLE (3) #1 AND #4 GROUND,Wire
10 AWG THHN/THWN-2 Solid Coppe,Wire
074 XHHW-2-AL-2/0-STR-BLK-CUT,Wire
#1 AWG THHN BLACK ALUMINUM WIR,Wire
#1 AWG THHN RED ALUMINUM WIRE,Wire
#1 AWG THHN WHITE ALUMINUM WIR,Wire
23 AWG Solid 4-Pair CAT6A CMP ,Wire
"SER Service Entrance Cable, 1",Wire
"[NM-B Wire] 8/3, Black, 500'",Wire
"[NM-B Wire] 14/3, White, 500'",Wire
"[NM-B Wire] 10/2, Orange, 500'",Wire
"[NM-B Wire] 14/3, White, 250’",Wire
12/2 UF/NMC Copper Gray 500’,Wire
COP THHN10SOLWHT2500RL THHN-10,Wire
10/2 NM-B ROMEX,Wire
10/3 NM-B ROMEX,Wire
14/3 NM-B ROMEX,Wire
14/2 NM-B ROMEX,Wire
CAT6A Plenum Rated 23 AWG Soli,Wire
COP RMX142WG1000RL NM-B-14/2-C,Wire
ALW XHHW1STRBLK-CUT WIRE XHHW-,Wire
1 Set of 3 wire - #1 Aluminum,Wire
12/2 MC Black hot color reel,Wire
12/2 MC Blue hot color reel,Wire
12/2 MC Red hot color reel,Wire
14/2 FPLR Cable spool,Wire
18/2 T-stat cable spool,Wire
Colorado jim cable supports,Wire
16/2 Red FPLR Cable non-shield,Wire
8/2 MC spool,Wire
MC ALUM 12/2 1000R SOL REEL,Wire
"[THHN Wire] Green, 3/0 AWG, C",Wire
"MC Cable, Aluminum Flex, 8/2 ",Wire
#12 thhn stranded black,Wire
#12 thhn stranded red,Wire
#12 thhn stranded green,Wire
6/2 mc cable,Wire
4/3 mc cable,Wire
Silicon Water Resistant Wire N,Wire
4/0 awg XHHW Aluminum,Wire
# 4 awg XHHW Aluminum GREEN ,Wire
"[XHHW Wire] Black, 4/0 AWG, A",Wire
"[XHHW Wire] Black, 1/0 AWG, A",Wire
2/0 AWG xhhw Stranded Aluminum,Wire
"6 AWG xhhw Stranded Copper, Gr",Wire
"[XHHW Wire] Black, 1/0 AWG, Al",Wire
4/0 AWG 3C MC w/#2 ground Alum,Wire
"[THHN Wire] Red, 12 AWG, Copp",Wire
12/2 MC SF142-01957,Wire
wire cut charge,Wire
2/0 AWG 3C MC w/#4 ground Alum,Wire
3/0 AWG 3C MC w/#4 ground Alum,Wire
10/2 MC cable 1000' reels,Wire
2/0 AWG 3C MC w #6 Ground CU c,Wire
12/2 MC Reel (Black color),Wire
12/2 MC Reel (Red color),Wire
8/2 MC 250' spool,Wire
3/0 AWG 3C MC w/#4 ground Alu,Wire
wire cuts,Wire
4/0 AWG 3C MC w/#2 ground Alum,Wire
#10 red thhn,Wire
#10 black thhn,Wire
#10 green thhn,Wire
#10 thhn stranded black,Wire
#10 thhn stranded red,Wire
#10 thhn stranded green,Wire
#4 wire THHN copper,Wire
#8 wire THHN copper,Wire
#8 wire THHN copper ,Wire
#6 wire black,Wire
6/3 MC Cable,Wire
Zinc die-cast MC feeder cable ,Wire
"MC Cable, Steel Flex, 12/3soli",Wire
1/0 AWG THHN BLACK,Wire
"6 AWG THHN Stranded Copper, Bl",Wire
"4 AWG THHN Stranded Copper, Br",Wire
"4 AWG THHN Stranded Copper, Or",Wire
"4 AWG THHN Stranded Copper, Ye",Wire
1 AWG THHN/THWN-2 Stranded Cop,Wire
"1/0 AWG THHN Stranded Copper, ",Wire
1/0 AWG THHN/THWN-2 Stranded C,Wire
"10 AWG THHN Solid Copper, Yell",Wire
22012-025 WIRE,Wire
"[THHN Wire] Pink, 14 AWG, Copp",Wire
"[THHN Wire] Purple, 14 AWG, Co",Wire
"[THHN Wire] Purple, 14 AWG, C",Wire
"[THHN Wire] Black, 350 MCM, C",Wire
"[THHN Wire] Red, 350 MCM, Cop",Wire
"[THHN Wire] Blue, 350 MCM, Co",Wire
"[THHN Wire] White, 350 MCM, C",Wire
"[THHN Wire] Brown, 350 MCM, Co",Wire
"[THHN Wire] Orange, 350 MCM, C",Wire
"[THHN Wire] Yellow, 350 MCM, C",Wire
"[THHN Wire] Gray, 350 MCM, Cop",Wire
"[THHN Wire] Green, 3/0 AWG, Co",Wire
"[THHN Wire] Green, 1/0 AWG, Co",Wire
"[THHN Wire] Brown, 4/0 AWG, Co",Wire
"[THHN Wire] Orange, 4/0 AWG, C",Wire
"[THHN Wire] Yellow, 4/0 AWG, C",Wire
"[THHN Wire] Gray, 4/0 AWG, Cop",Wire
"[THHN Wire] 6 AWG, Copper, Str",Wire
"[THHN Wire] 1/0 AWG, Copper, S",Wire
"[THHN Wire] 3/0 AWG, Copper, S",Wire
"[THHN Wire] 2/0 AWG, Copper, S",Wire
"[THHN Wire] Black, 1 AWG, Copp",Wire
"[THHN Wire] 4/0 AWG, Copper, S",Wire
14/2 NM-B ROMEX (1000' SPOOLS),Wire
14/3 NM-B ROMEX (1000' SPOOLS),Wire
12/2 NM-B ROMEX (1000' SPOOLS),Wire
12/3 NM-B ROMEX (1000' SPOOLS),Wire
10/2 NM-B ROMEX (1000' SPOOLS),Wire
10/3 NM-B ROMEX (1000' SPOOLS),Wire
8/2 NM-B ROMEX (1000' SPOOLS),Wire
8/3 NM-B ROMEX (1000' SPOOLS),Wire
6/2 NM-B ROMEX,Wire
6/3 NM-B ROMEX,Wire
Penn-Union LI252S 6 AWG-250 MC,Wire
#10 thhn black,Wire
#10 thhn white,Wire
#10 thhn green,Wire
#14 thhn (red),Wire
#14 thhn (black),Wire
"[NM-B Wire] 8/2, Black, 100'",Wire
Wire THHN 10 BLK Sol,Wire
Wire THHN 10 Blue Sol,Wire
wire THHN 10 Red sol,Wire
Ideal 31-381 ClearGlide Wire P,Wire
"[THHN Wire] Bare, 3/0 AWG, Cop",Wire
"[THHN Wire] Bare, 4 AWG, Coppe",Wire
"[THHN Wire] Green, 1/0 AWG, Al",Wire
AL Quadplex Cable 250/250/250/,Wire
"AL Quadplex Cable 1/0,1/0,1/0 ",Wire
4/0 SER AL with #2 Ground - 10,Wire
14/2 solid non-sheilded FPLP w,Wire
14/2 solid non-sheilded FPLP y,Wire
18/2 solid non-sheilded FPLP r,Wire
4/0 SER AL #2 ground,Wire
14/3 romex,Wire
12/2 uf cable,Wire
12/3 romex,Wire
10/3 romex,Wire
#12 thhn blue,Wire
10/2 nm sheathed cable,Wire
#10 thhn red solid,Wire
#10 thhn green solid,Wire
Omni Cable LT1-346S-4,Wire
#8 thhn black,Wire
#8 thhn red,Wire
6-3 romex 1000' reel,Wire
THHN 10 GRN STR,Wire
1/0 aluminum xhhw,Wire
250 kcmil aluminum xhhw,Wire
500 kcmil aluminum xhhw,Wire
#8 copper xhhw,Wire
#6 copper xhhw,Wire
URD quadriplex cable 1/0 1/0 1,Wire
#1 THWN CU,Wire
#6 THWN CU GREEN,Wire
250 XHHW ALUMINUM GREEN,Wire
#4 bare stranded copper,Wire
#6 thhn black,Wire
#6 thhn red,Wire
#6 thhn white,Wire
#6 thhn green,Wire
#8 thhn blue,Wire
2/0-4/0 WIRE,Wire
COP THHN12STRBLK2500RL THHN-12,Wire
COP THHN12STRWHT2500RL THHN-12,Wire
COP THHN12STRGRN2500RL THHN-12,Wire
thhn 10 stranded black,Wire
thhn 10 stranded white,Wire
thhn 10 stranded green,Wire
#8 THWN green,Wire
#8 THWN black,Wire
#10 THWN red,Wire
#10 THWN white,Wire
#10 THWN green,Wire
#10 THWN black,Wire
#8 THWN red,Wire
16/2 twisted shielded wire for,Wire
THHN #8 GREEN,Wire
THHN (10) BLACK Solid,Wire
THHN (10) GREEN Solid,Wire
THHN 10 GAUGE - WHITE solid,Wire
THHN #8 BLACK,Wire
THHN #8 RED,Wire
14 THHN RED STRANDED 2500 SPO,Wire
14 THHN BLUE STRANDED 2500 SP,Wire
COP THHN1STRBLK-CUT THHN-1-STR,Wire
COP THHN1STRRED-CUT THHN-1-RED,Wire
COP THHN1STRBLU-CUT THHN-1-BLU,Wire
COP THHN1STRWHT-CUT MASTER CUT,Wire
1000' #1 ground cable green al,Wire
TYNDALL FLIGHTLINE 8/24/23,Wire
1000' 10/2 Romex,Wire
#4/0 bare copper,Wire
Cadweld Cable to Cable T's fo,Wire
Cadweld Cable to Vertical Met,Wire
SW7197LB Flexible bail cable,Wire
10/2 Romex 250' rolls,Wire
250' ft. roll of 10/3 Romex,Wire
"1,1,1, #4 SER cable",Wire
THHN-10-SOL-YEL-CU-2500,Wire
THHN/THWN-2 37 STR 600V 90DEG ,Wire
#1 THHN CU 3 Wire Brown P2 to,Wire
#1 THHN CU 3 Wire Orange P2 t,Wire
#1 THHN CU 3 Wire Yellow P2 t,Wire
Gripple Cable for Unistrut (X,Wire
400 mcm Aluminum xhhw 90 Degre,Wire
2/0 awg GREEN  Aluminum XHHW ,Wire
# 1 awg Aluminum XHHW ,Wire
350 MCM XHHW  Aluminum ,Wire
3/0 awg GREEN  aluminum ,Wire
# 1 awg XHHW Aluminum ,Wire
# 6 Awg GREEN Aluminum xhhw,Wire
4/0 awg Aluminum XHHW ,Wire
# 1 awg GREEN Aluminum XHHW ,Wire
3/0 awg Copper ,Wire
"1000' total 3/8"" static wire ",Wire
# 4 cu ground wire solid pole ,Wire
#1 cu green ground wire,Wire
3/0 copper ground cable,Wire
2/0 cu green ground  wire,Wire
1000' #1 aluminum cable,Wire
1000' #6 ground cable green al,Wire
1000' 500 kcmil aluminum cable,Wire
# 6 green aluminum wire reel,Wire
1000' #1 aluminum black cable ,Wire
1000' 500kcmil black wire reel,Wire
400'   500kcmil black wire ree,Wire
1000' 1/0 green ground wire re,Wire
500 kcmil black wire Aluminuim,Wire
#1 ground wire,Wire
#1 Aluminum black wire reel,Wire
#6 green ground cooper wire re,Wire
3/0 cooper ground wire,Wire
500 kcmil black wire reel alum,Wire
1000' 4/0 stranded bare cooper,Wire
# 2 black thhn 90' cut alumini,Wire
#10 Orange,Wire
#10 Brown,Wire
#10 Green,Wire
#10 White,Wire
#12 Black,Wire
#12 Red,Wire
#12 Blue,Wire
#12 White,Wire
#12 Green,Wire
#10 Black,Wire
#10 Red,Wire
#10 Blue,Wire
#12 Brown,Wire
#12 Orange,Wire
#12 Yellow,Wire
4/0 Bare copper,Wire
#1 copper thhn,Wire
1/0 Copper thhn,Wire
#3 copper thhn,Wire
350 copper thhn,Wire
3/0 Copper thhn,Wire
4/0 Green,Wire
THHN-300-STR-BRN-CU,Wire
THHN-300-STR-ORN-CU,Wire
THHN-300-STR-YEL-CU,Wire
THHN-300-STR-WHT-CU,Wire
THHN-8-STR-GRN-CU,Wire
#4 Brown THHN CU,Wire
#4 Orange THHN CU,Wire
#4 Yellow THHN CU,Wire
#12 Black THHN CU,Wire
#12 Red THHN CU,Wire
#12 Blue THHN CU,Wire
#10 Black THHN CU,Wire
#10 Red THHN CU,Wire
#10 Blue THHN CU,Wire
#10 White THHN CU,Wire
#10 Brown THHN CU,Wire
#10 Orange THHN CU,Wire
#8 Black THHN CU,Wire
#8 Red THHN CU,Wire
#8 Blue THHN CU,Wire
#8 White THHN CU,Wire
#8 Green THHN CU,Wire
#8 Brown  THHN CU,Wire
#8 Orange  THHN CU,Wire
Yellow #10 Solid THHN,Wire
3C 4/0 Aluninum with #1 Grd Di,Wire
Cadweld 4/0 Cable To Top Of 5/,Wire
BB 17-120TB 1/2 INCH-CABLE STA,Wire
"Cable Standoff, Includes Nail,",Wire
"Plastic, nail on cable standof",Wire
ceiling wire 6ft,Wire
"Cable Support, Hammer-On, For ",Wire
100' #12 Jack Chain,Wire
ceiling wire,Wire
12/2 mc cable,Wire
COP THHN10SOLBLK2500RL THHN-10,Wire
#14 stranded Black thhn 500 Ft,Wire
COP THHN14STRBLK500RL THHN-14-,Wire
White 10 stranded thhn,Wire
green 10 stranded thhn,Wire
10/2 romex,Wire
green  #10 thhn stranded,Wire
#10 white stranded thhn,Wire
#1 aluminum wire Black,Wire
COP THHN14STRRED500RL THHN-14-,Wire
COP THHN14STRBLU500RL THHN-14-,Wire
COP THHN14STRORN500RL THHN-14-,Wire
"1/8"" 7X7 SS TYPE 304 WIRE ROPE",Wire
heat shrink for up to 4/0 or s,Wire
#12 blue stranded thhn,Wire
#10 green stranded thhn,Wire
1/0 Green THHN Wire Copper Str,Wire
#6 Green THHN Green Copper Str,Wire
3C #10 Romex,Wire
#12 Wahos,Wire
250MCM Black Aluminum Wire,Wire
3# Green THHN Wire,Wire
#3 Aluminum Black Wire,Wire
#8 Green THHN Wire,Wire
#1 Aluminum Black Wire,Wire
#6 Green THHN Wire,Wire
#10 Black THHN Wire,Wire
#10 White THHN Wire,Wire
#10 Green THHN Wire,Wire
#2 Green Wire Cu,Wire
Optical Cable 600 Blanking Mo,Wire
Optical Cable 600 Blanking Mod,Wire
4/0 Bare Copper Wire,Wire
#10 Black Wire THHN STRANDED,Wire
#10 RED Wire THHN STRANDED,Wire
#10 BLUE Wire THHN STRANDED,Wire
#10 White Wire THHN STRANDED,Wire
#12 GREEN WIRE THHN,Wire
#10 Green Wire Stranded,Wire
#8 Black Stranded CU WIRE,Wire
#12 Wire Black THHN SOLID,Wire
#12 Wire RED THHN SOLID,Wire
#12 Wire BLUE THHN SOLID,Wire
#12 Wire White THHN SOLID,Wire
#10 Wire White THHN Stranded,Wire
#10 Wire Black THHN Stranded,Wire
#10 Wire Red THHN Stranded,Wire
#10 Wire BLUE THHN Stranded,Wire
3C #10 SJOOW CORD,Wire
#12 BLACK Solid WIRE,Wire
#12 Red Solid WIRE,Wire
#12 Blue Solid WIRE,Wire
#12 White Solid Wire,Wire
#12 Green Solid Wire,Wire
#10 Green Stranded Wire,Wire
#10 White Stranded Wire,Wire
#10 Black Stranded Wire,Wire
#10 Red Stranded Wire,Wire
#10 Blue Stranded Wire,Wire
"[NM-B Wire] 14/2, White, 1000'",Wire
"[NM-B Wire] 10/2, Orange, 250'",Wire
"[NM-B Wire] 6/3, Black, 250'",Wire
#1-#1-#1-#6 Aluminum SER Cable,Wire
4/0-4/0-4/0-#1 Aluminum SER Ca,Wire
4 Pair 24 AWG CMR CAT5e - Blue,Wire
"Plastic, nail on cable stando",Wire
8/2 UF/ NMC Cable,Wire
NM-B - 6/2 Stranded Copper 500,Wire
"Water Resistant Coax Cable, RG",Wire
8-2 UF Cable ,Wire
"8 Bare Solid Copper Wire, 500 ",Wire
"SER Service Entrance Cable, 4/",Wire
14/3 Romex,Wire
14-2 Romex,Wire
4 AWG THHN/THWN-2 Stranded Cop,Wire
14/3 romex 1000' reels,Wire
14/2 romex 1000' reels,Wire
black coax cable,Wire
12/2 UF Cable,Wire
cat5E blue,Wire
6-2 ROMEX,Wire
600 Kcmil aluminum XHHW,Wire
400 Kcmil aluminum XHHW,Wire
250 Kcmil aluminum XHHW,Wire
4/0 aluminum XHHW green,Wire
1/0 aluminum XHHW green,Wire
#3 aluminum XHHW green,Wire
#1 aluminum XHHW,Wire
THHN 4-6,Wire
10/2 UF cable,Wire
750 Kcmil aluminum XHHW,Wire
500 Kcmil aluminum XHHW,Wire
ROMEX 12/2 W/GRD 1000' REEL 12,Wire
6/2 romex,Wire
#10 green thhn copper,Wire
#4 romex 4 wire with ground,Wire
22/4  orange jacket wire solid,Wire
 black 10 stranded,Wire
green 12 stranded,Wire
#6 stranded copper Black ,Wire
#8 stranded copper black,Wire
#6 green copper stranded,Wire
4/0 copper bare,Wire
12/2 MC cable reels,Wire
16/2 solid red firealarm wire,Wire
12/2 Romex 1000' reels,Wire
#8 thhn copper,Wire
COP UF102WG1000RL WIRE UF-NMCB,Wire
BX MCAL122SOLWG1000RL CABLE MC,Wire
#12 thhn stranded white,Wire
#10 thhn stranded white,Wire
#10 thhn stranded blue,Wire
ALUM COND XHHW-2600V/1000V,Wire
#6 Aluminum XHHW Green. (1) 10,Wire
#2 aluminum wire,Wire
black #12 stranded,Wire
#12 red stranded,Wire
#12 blue stranded,Wire
#12 white stranded,Wire
#12 green stranded,Wire
#10 black stranded,Wire
16/2 red firealarm wire solid,Wire
THN STR WIRE,Wire
14/2 romex,Wire
16/2 blue firealarm wire solid,Wire
4/0 bare copper,Wire
black #10 stranded thhn,Wire
red #10 thhn stranded,Wire
blue #10 Thhn Stranded,Wire
white #10 thhn stranded,Wire
#4 thhn Black,Wire
#12 white stranded thhn,Wire
# 12 green thhn stranded,Wire
#6 stranded thhn,Wire
#16/2 SJOOW or Equal Rubber Co,Wire
THHN/THWN-2 19STR 600V 90DEG C,Wire
#1 AWG BLACK THHN CU WIRES,Wire
#1 AWG RED THHN CU WIRES,Wire
#1 AWG BLUE THHN CU WIRES,Wire
#1 AWG WHITE THHN CU WIRES,Wire
#12 AWG BLACK THHN STRANDED WI,Wire
#12 AWG RED THHN STRANDED WIRE,Wire
#12 AWG BLUE THHN STRANDED WIR,Wire
#10 THHN Black Stranded,Wire
#10 THHN Red Stranded,Wire
#10 THHN Blue Stranded,Wire
#10 THHN White Stranded,Wire
#12 THHN White Solid Reel,Wire
#12 THHN Green Solid Reel,Wire
#10 THHN Green Stranded,Wire
#12/5 SJOOW or Equal Rubber Co,Wire
#12 black stranded thhn,Wire
#12 red stranded thhn,Wire
#10 blue stranded thhn,Wire
#10 red stranded thhn,Wire
#10 black stranded thhn,Wire
black stranded #10,Wire
red stranded #10,Wire
blue stranded #10,Wire
green stranded #10,Wire
COP THHN4STRBLK-CUT THHN-4-STR,Wire
4-4-4-6 direct burial cable Al,Wire
#12 ground tails,Wire
#2 green thhn,Wire
#12 grey thhn,Wire
210 5000 OF 122585 THHN12GRYSO,Wire
brown 10 thhn,Wire
12-2 mc cable,Wire
12 gauge/3-wire SO cord 600V,Wire
"cable glands (1/4"" to 1/2"")",Wire
#2 bare copper stranded,Wire
2 Solid Copper Wire Soft Drawn,Wire
#12 Solid THHN Black (2500' Sp,Wire
#12 Solid THHN Red (2500' Spoo,Wire
#12 Solid THHN Blue (2500' Spo,Wire
#12 Solid THHN White (2500' Sp,Wire
#12 Solid THHN Brown (2500' Sp,Wire
#12 Solid THHN Orange (2500' S,Wire
#12 Solid THHN Yellow (2500' S,Wire
#12 Solid THHN Gray (2500' Spo,Wire
#12 Solid THHN Green (2500' Sp,Wire
#10 Solid THHN Red (2500' Spoo,Wire
#10 Solid THHN Blue (2500' Spo,Wire
#10 Solid THHN White (2500' Sp,Wire
#10 Solid THHN Brown (2500' Sp,Wire
#10 Solid THHN Orange (2500' S,Wire
#10 Solid THHN Yellow (2500' S,Wire
#10 Solid THHN Gray (2500' Spo,Wire
#10 Solid THHN Green (2500' Sp,Wire
#8 STR THHN Black (1000' Spool,Wire
#8 STR THHN Red (1000' Spools),Wire
#8 STRTHHN Blue (1000' Spools),Wire
#8 STR THHN White (1000' Spool,Wire
#8 STR THHN Green (1000' Spool,Wire
6 AWG THHN/THWN-2 Stranded Cop,Wire
6 AWG Stranded Blue Southwire ,Wire
#4 black thhn cu,Wire
#4 red thhn cu,Wire
#4 blue thhn cu,Wire
#4 white thhn cu,Wire
#8 STR THHN Black (2500' Spool,Wire
#8 STR THHN Red (2500' Spools),Wire
#8 STR THHN Blue (2500' Spools,Wire
#8 STR THHN White (2500' Spool,Wire
#8 STR THHN Green (2500' Spool,Wire
#8 STR THHN Blue (1000' Spools,Wire
THHN 10 SOL WHT 041998,Wire
"2 Solid Copper Wire, Tinned, 2",Wire
18/3 belden cable unshielded,Wire
6 AWG 19 Stranded Black Southw,Wire
6 AWG 19 Stranded Blue 500 ft.,Wire
6 AWG 19 Stranded White 500 ft,Wire
4 AWG Stranded Green Southwire,Wire
3/0 ground wire thwn green,Wire
"1 AWG THHN/THWN-2 Stranded, C",Wire
8 AWG THHN/THWN-2 Stranded Co,Wire
10 AWG THHN/THWN Solid Copper,Wire
"MC Cable, 12-4, 1000' Reel",Wire
12-2 CU THHN Black/WHT/GRN AL ,Wire
600 MCM THHN/THWN-2 Stranded C,Wire
350 MCM THHN/THWN-2 Stranded C,Wire
250 MCM THHN/THWN-2 Stranded C,Wire
4/0 AWG THHN/THWN-2 Stranded C,Wire
2/0 AWG THHN/THWN-2 Stranded C,Wire
3 AWG THHN/THWN-2 Stranded Cop,Wire
2/0 thhn brown cu,Wire
2/0 thhn orange cu,Wire
2/0 thhn yellow cu,Wire
2/0 thhn gray cu,Wire
4/0 thhn brown cu,Wire
4/0 thhn orange cu,Wire
4/0 thhn yellow cu,Wire
4/0 thhn gray cu,Wire
#6 thhn green cu,Wire
#4 thhn green cu,Wire
#8 orange thhn,Wire
#8 brown thhn,Wire
#8 yellow thhn,Wire
#8 grey thhn,Wire
#10 thhn green (2500' spool),Wire
#14 thhn stranded black,Wire
#14 thhn stranded red,Wire
#14 thhn stranded pink,Wire
#14 thhn stranded purple,Wire
12/4 SO cord black,Wire
350 cu thhn brown,Wire
600 cu thhn black,Wire
#3 cu thhn green,Wire
4/0 cu thhn black,Wire
#4 cu thhn green,Wire
#3 black thhn,Wire
#3 red thhn,Wire
#3 blue thhn,Wire
#3 white thhn,Wire
#10 yellow thhn,Wire
#12 orange thhn,Wire
#10 grey thhn,Wire
#10 grey thhn 2500'/RL,Wire
#12 yellow thhn,Wire
#12 brown thhn,Wire
#10 brown thhn,Wire
THHN 10 STR GRY,Wire
white thhn #12,Wire
white thhn #10,Wire
#16 thhn black stranded,Wire
#16 thhn red stranded,Wire
#16 thhn blue stranded,Wire
#16 thhn purple stranded,Wire
#12 black thhn solid,Wire
#12 red thhn solid,Wire
#12 blue thhn solid,Wire
#12 white thhn solid,Wire
Belden #9729 cable,Wire
#4 THHN Brown,Wire
#4 THHN Orange,Wire
#4 THHN Yellow,Wire
#4 THHN Gray,Wire
#8 THHN Green,Wire
18/3 belden cable unsheilded,Wire
#12 thhn green solid,Wire
THHN 10 SOL BRN 006421 229940,Wire
#12 thhn black solid,Wire
#12 thhn white solid,Wire
"[Custom Feeder] (3) 2/0 AWG, T",Wire
"[Custom Feeder] (3) 1 AWG, THH",Wire
"[Custom Feeder] (3) 4/0 AWG, T",Wire
"[THHN Wire] Green, 4 AWG, Cop",Wire
"[Custom Feeder] (3) 6 AWG, THH",Wire
"[Custom Feeder] (4) 4 AWG, THH",Wire
"[Custom Feeder] (4) 6 AWG, THH",Wire
"[Custom Feeder] (4) 8 AWG, THH",Wire
12 SOLID THHN GREEN - 500 FT,Wire
14 SOLID THHN GREEN - 500 FT,Wire
"1-1/4"" GROUNDING HUB 3/0 WIRES",Wire
14 AWG to 2 AWG Dual Rated Mec,Wire
"4 AWG THHN Stranded Copper, B",Wire
"4 AWG THHN Stranded Copper, Wh",Wire
600 Xhhw,Wire
12-2 MC Cable Hospital Grade,Wire
2500 reel of # 12 awg Solid Gr,Wire
12/2 HCF Aluminum Armored Cabl,Wire
1/0 THHN/THWN -2 STRANDED,Wire
#1 THHN/THWN-2 STRANDED,Wire
#8 THHN/THWN-2 STRANDED,Wire
400 MCM THHN/THWN-2 STRANDED,Wire
#3 THHN/THWN -2 STRANDED,Wire
#6 THHN/THWN-2 STRANDED,Wire
2/0 THHN/THWN-2 STRANDED,Wire
3/0 THHN/THWN-2 STRANDED,Wire
12 AWG THHN/THWN-2 Solid Copp,Wire
10 AWG THHN/THWN-2 Solid Copp,Wire
3/0 Bare Stranded Copper Wire,Wire
#4 THHN/THWN-2 STRANDED,Wire
#2 THHN/THWN-2 STRANDED,Wire
4/0 THHN/THWN-2 STRANDED,Wire
250 MCM THHN/THWN-2 STRANDED,Wire
600 MCM THHN/THWN-2 STRANDED,Wire
"4/0 THHn Stranded copper, Gree",Wire
"[THHN Wire] Brown, 12 AWG, Co",Wire
"[THHN Wire] Gray, 12 AWG, Cop",Wire
THHN-4/0-STR-ORG-CU,Wire
THHN-8-BRN-19STR-CU,Wire
150 THHN-8-STR-GRY-CU THHN-8-,Wire
150 THHN-8-STR-YEL-CU THHN-8-,Wire
THHN-4/0-STR-BRN-CU,Wire
THHN-4/0-STR-GRY-CU,Wire
THHN-4/0-STR-YEL-CU,Wire
8 AWG 19 Stranded Grey 500 ft.,Wire
2/0 copper thhn/thwn brown 150,Wire
#12 white thhn solid copper (1,Wire
"[THWN/2 Wire] Brown, 600 MCM A",Wire
"[THWN/2 Wire] Orange, 600 MCM ",Wire
"[THWN/2 Wire] Yellow, 600 MCM ",Wire
"[THWN/2 Wire] Gray, 600 MCM AW",Wire
"[THWN/2 Wire] Green, 4/0 AWG, ",Wire
THHN 600 MCM BROWN CU STRANDED,Wire
THHN 600 MCM ORANGE CU STRANDE,Wire
THHN 600 MCM YELLOW CU STRANDE,Wire
THHN 600 MCM GREY CU STRANDED,Wire
THHN 4/0 GREEN CU STRANDED,Wire
#8 copper thhn Black (275'),Wire
#8 copper thhn Red (275'),Wire
#12 green thhn solid copper (1,Wire
6 AWG BLACK THHN/THWN-2 WIRE,Wire
6 AWG RED THHN/THWN-2 WIRE,Wire
6 AWG WHITE THHN/THWN-2 WIRE,Wire
12 AWG THHN GREY SOLID WIRES ,Wire
4/0 THHN BLACK WIRE,Wire
4/0 THHN RED WIRE,Wire
4/0 THHN BLUE WIRE,Wire
4/0 THHN WHITE WIRE,Wire
#2 AWG THHN GREEN WIRE,Wire
10 AWG THHN WHITE SOLID WIRES ,Wire
10 AWG THHN GREEN SOLID WIRES ,Wire
12 AWG THHN GREEN SOLID WIRES ,Wire
"[THHN Wire] Blue, 14 AWG, Copp",Wire
3 AWG THHN BLACK WIRE,Wire
3 AWG THHN RED WIRE,Wire
3 AWG THHN BLUE WIRE,Wire
3 AWG THHN WHITE WIRE,Wire
14 AWG THHN STRANDED BLACK,Wire
14 AWG THHN STRANDED RED,Wire
14 AWG THHN STRANDED BLUE,Wire
14 AWG THHN STRANDED YELLOW,Wire
14 AWG THHN STRANDED ORANGE,Wire
BELDEN 9841 CABLE,Wire
"[THHN Wire] Orange, 14 AWG, Co",Wire
"[THHN Wire] Yellow, 14 AWG, Co",Wire
3 AWG THHN WHITE,Wire
3/0 BARE COPPER WIRE,Wire
3/0 BARE COOPER WIRE,Wire
#4/0 AWG BROWN THHN CU WIRE,Wire
#4/0 AWG ORANGE THHN CU WIRE,Wire
#4/0 AWG YELLOW THHN CU WIRE,Wire
#4 AWG GREEN THHN CU WIRE,Wire
#350 MCM ORANGE THHN CU WIRE,Wire
#350 MCM YELLOW THHN CU WIRE,Wire
#350 MCM GRAY THHN CU WIRE,Wire
#1 GREEN THHN CU WIRE,Wire
4/0 AWG Copper Compression Sle,Wire
"#8 BLK, RED #10 GRN CABLE IN C",Wire
12/2 low voltage direct buria,Wire
12-3 NM-B ROMEX,Wire
10-2 NM-B ROMEX,Wire
10-3 NM-B ROMEX,Wire
